HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject,,,,,,,,,,
3ZUE82NE0A1MGZWTRHAHRUDPJW1F8H,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:34 PDT 2020,,,3Z3ZLGNNSIUZSBEPJJVG1W4DE16Q37,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:19 PDT 2020,Tue Jul 07 06:50:21 PDT 2020,Fri Jul 10 06:50:21 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Biotechnol-2-_-116589.nxml,4,However expression of the RFP reporter could not be detected in any organ of adult mice nor in embryos (data not shown).,reporter,587,595,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3SU800BH86SH5LTF80MGZLZSNP1UQ5,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:19 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:19 PDT 2020,,,3WMINLGALB3VIV3RNG9V4ZT2GWYACJ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:21 PDT 2020,Tue Jul 07 06:50:23 PDT 2020,Fri Jul 10 06:50:23 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Ophthalmol-3-_-149350.nxml,4,"Targeted disruption of the mouse alphaB gene, however, resulted in lenses similar in size to aged-matched wild type lens with no cataracts reported [23].",cataracts,749,758,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3SMIWMMK615MPIP1K9LMRAHEBQIUW9,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:20 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:20 PDT 2020,,,3YHH42UU5BFSKMZF8R51IC7C1J00LY,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:24 PDT 2020,Tue Jul 07 06:50:26 PDT 2020,Fri Jul 10 06:50:26 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-34-13-1540739.nxml,2,"The first step requires generating a floxed allele in ES cells that will serve as the substrate for subsequent exchanges (RMCE-ready ES cell, Figure 1).",substrate,139,148,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
33IXYHIZB5IJO6U8GPHAZLFMLVU2EJ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:28 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:28 PDT 2020,,,3IOEN3P9S7JA8QHQH63Z7Y8PGGH61Z,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:26 PDT 2020,Tue Jul 07 06:50:28 PDT 2020,Fri Jul 10 06:50:28 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-11-523229.nxml,3,Comparison of the expression of the HPLAP marker (driven directly by Gdf5 control elements) and the R26R LACZ marker (expressed following Gdf5-Cre recombination) suggests that recombination-stimulated changes in gene expression may be delayed for a 0.5‚Äì1 d in the digit region (see Figure 1C).,changes,608,615,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
33BFF6QPI1B2QOCI5PPL41REYDZ3WB,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:07 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:07 PDT 2020,,,3E47SOBEYQWAODMPZ418LXHLT43CIP,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:28 PDT 2020,Tue Jul 07 06:50:31 PDT 2020,Fri Jul 10 06:50:31 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genomics-7-_-1482699.nxml,1,"The hg modifier QTL located within the HG17 strain had large effects on growth, body length and carcass components.",effects,61,68,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3TUOHPJXYHXE6MJWPEW9BHGI58ZWX3,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:20 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:20 PDT 2020,,,3MTMREQS4VI4WT9W479WGT058CGAWS,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:31 PDT 2020,Tue Jul 07 06:50:33 PDT 2020,Fri Jul 10 06:50:33 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-5-_-400732.nxml,1,"Reinforcement-mediated associative learning, or the ability to ascribe deterministic relationships between environmental stimuli that signal the probability of receiving a primary reinforcer (e.g. food), has been divided into 3 components or stages [1].",relationships,85,98,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3UAU495MIISEK9GZTNUCAG4S8OJUOX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:17 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:17 PDT 2020,,,39JEC7537U1FAJ6PYB0R0M7F16ZCVM,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:34 PDT 2020,Tue Jul 07 06:50:38 PDT 2020,Fri Jul 10 06:50:38 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Ophthalmol-3-_-149350.nxml,5,"At 54 wk, these cells in the alphaA/BKO lenses were larger in cross sectional diameter than wild type, and exhibited a much greater variation in the cross sectional size and cell shape.",shape,1242,1247,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3A3KKYU7P3H3CAKSB7U0000KY4FMW9,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:18 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:18 PDT 2020,,,3FTYUGLFSUL8HHXOSGDPGUVY9I9D5G,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:38 PDT 2020,Tue Jul 07 06:50:42 PDT 2020,Fri Jul 10 06:50:42 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-10-509410.nxml,6,"Adult skeletal muscle shows plasticity and can undergo conversion between different fiber types in response to exercise training or modulation of motoneuron activity (Booth and Thomason 1991, Jarvis et al. 1996; Pette 1998; Olson and Williams 2000; Hood 2001).",types,889,894,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
39RRBHZ0AU1QWSJ60MFYM0DF6ZVZVT,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:25 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:25 PDT 2020,,,3S3AMIZX3U5TG2637Q0XU0181ZVDCO,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:43 PDT 2020,Tue Jul 07 06:50:46 PDT 2020,Fri Jul 10 06:50:46 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-5-_-400732.nxml,2,Here we report that dopamine D2R-mediated signaling must be intact if a mouse is to efficiently learn to associate a food reinforcer with a specific odor and then adaptively disengage inappropriate behavioral strategies following the reversal of reinforcement contingencies.,dopamine,447,455,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3OJX0UFJ0Z7BDMCTRYBUDQ93DPXU9J,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:12 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:12 PDT 2020,,,39OWYR0EPKR3HPL4UODCFRWCG0TFY9,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:46 PDT 2020,Tue Jul 07 06:50:48 PDT 2020,Fri Jul 10 06:50:48 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genomics-7-_-1482699.nxml,1,"More importantly, sequencing hg modifier candidates allowed us to identify nonsynonomous polymorphism, which may underlie QTL.",sequencing,18,28,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3P458N04Q1HSU6LPBU72NA0T1152XS,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:37 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:37 PDT 2020,,,3LEP4MGT3G0A6XEXTQ42JGVQJEVBDF,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:49 PDT 2020,Tue Jul 07 06:50:51 PDT 2020,Fri Jul 10 06:50:51 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-4-_-341451.nxml,6,"Interestingly, the lower lung/body ratios at E18.5 in Dhcr7-/- embryos compared to wild-type suggested a disproportionate inhibition of lung growth than other organs.",embryos,746,753,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3KA7IJSNW65H9AJU8WQWUQHUT88PBS,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:19 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:19 PDT 2020,,,33OOO72IVHL0XR20TG0CZ4JU4LJTCN,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:52 PDT 2020,Tue Jul 07 06:50:54 PDT 2020,Fri Jul 10 06:50:54 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-4-6-1475681.nxml,6,"However, expression of Sertoli cell markers was not previously detected in these mutants during fetal stages [     8,     29], leading to the conclusion that      Wnt4 was not involved in primary sex determination in the gonad.",gonad,1112,1117,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3GS542CVJVNUS7MEQX3M5EHNE8559D,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:31 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:31 PDT 2020,,,3VNL7UK1XFJ703MAKIQD7A4X1YBTFY,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:54 PDT 2020,Tue Jul 07 06:50:57 PDT 2020,Fri Jul 10 06:50:57 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-4-_-149366.nxml,4,This late sensory neuron loss is likely not related to known neurotrophin signaling which becomes reduced in neonatal wildtype animals.,neuron,439,445,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3NI0WFPPI9G8FHYFVKUY49UU7ZM06C,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:31 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:31 PDT 2020,,,3GS6S824SQXBGC3LDBE12ZK57JFNWP,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:57 PDT 2020,Tue Jul 07 06:50:59 PDT 2020,Fri Jul 10 06:50:59 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Genome Biol-4-11-329117.nxml,4,"While the mechanism ensuring singular expression is unknown, many hypotheses have been proposed [14,16,19].",hypotheses,467,477,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3L1EFR8WWT5MU4F3W9GVRQ8032J9F0,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:25 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:25 PDT 2020,,,3Y4W8Q93LZKPFBC3Y7V2KSPXM6BDVN,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:50:59 PDT 2020,Tue Jul 07 06:51:02 PDT 2020,Fri Jul 10 06:51:02 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-8-509305.nxml,6,"These observations led to the hypothesis that the autoimmune phenotype described in some gene-targeted mice might be due primarily to combinations of as-yet-uncharacterised background genes, originating from 129 and C57BL/6 mice strains, interacting or not with the mutated allele.",background,1328,1338,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3BAWBGQGYLZ7CID0HRNFVGKGW6J7VA,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:34 PDT 2020,,,3EWIJTFFVO7EEGPNR5IX5HHSSMZE0P,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:03 PDT 2020,Tue Jul 07 06:51:05 PDT 2020,Fri Jul 10 06:51:05 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-34-13-1540739.nxml,10,"We observed a few fluorescent cells only when the Cre expression plasmid was co-electroporated, suggesting that such cells resulted from RMCE.",Cre,1517,1520,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3SZYX62S5G0QEOYLB052RIQHJIH753,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:21 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:21 PDT 2020,,,3B1NLC6UGZWFMBPYELNBKL3CDAQGPF,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:06 PDT 2020,Tue Jul 07 06:51:09 PDT 2020,Fri Jul 10 06:51:09 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Med-2-_-394351.nxml,2,"A typical western diet contains relatively equal amounts of cholesterol and non-cholesterol sterols, mainly plant sterols, of which about 55% of the dietary cholesterol is absorbed and retained compared to ~1% of the dietary non-cholesterol sterols [1-3].",plant,305,310,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3QTFNPMJC6IDONAXYVT7CJJ2KWTZNC,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:21 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:21 PDT 2020,,,3XC1O3LBOSMT0VW66TTB2N9HYUXLTV,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:09 PDT 2020,Tue Jul 07 06:51:12 PDT 2020,Fri Jul 10 06:51:12 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Biochem-4-_-194730.nxml,5,They result from the clustering of sphingolipids and cholesterol in the outer leaflet of the membrane connected to phospholipids and cholesterol in the inner leaflet and are enriched in special proteins.,membrane,719,727,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
367O8HRHKG8U13EDLYK3HHGZ60Z4SI,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:21 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:21 PDT 2020,,,3H0W84IWBK22EA9MLI1CPDIF1CZRE1,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:12 PDT 2020,Tue Jul 07 06:51:15 PDT 2020,Fri Jul 10 06:51:15 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Med-2-12-1322285.nxml,7,"Nonetheless, the role of microglia in both the human condition and the mouse models is poorly understood, and differences in microglial reactivity between the two could lead to significantly faster amyloid clearance in the brains of patients with AD than we observe in the tet-off APP mice.",brains,1217,1223,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
301KG0KX9CLV8GLA6QPGKOCZDBM2HZ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:30 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:30 PDT 2020,,,3MMN5BL1WZ487WGXRQOZKNK840AM3H,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:15 PDT 2020,Tue Jul 07 06:51:17 PDT 2020,Fri Jul 10 06:51:17 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-4-1857728.nxml,8,"However, vertebrate Dmrt gene function is not limited to sexual differentiation: Dmrt2 is required in both sexes for segmentation in mice and fish [33‚Äì35].",fish,1225,1229,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3NQUW096N688UWPZIKJTM3DK0Y59L5,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:31 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:31 PDT 2020,,,38BQUHLA9W0XTL9JAO8R8QIJZR6OME,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:18 PDT 2020,Tue Jul 07 06:51:20 PDT 2020,Fri Jul 10 06:51:20 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Cancer-5-_-1310620.nxml,1,"Epidemiologic assessment of the correlation between a particular variation in DNA sequence, or polymorphism, and risk for BC has been a dominant paradigm for many years.",correlation,32,43,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
33W1NHWFYHLBJ0FHVRFJLIPU9EFZTD,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:23 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:23 PDT 2020,,,3LS2AMNW5FQOE07B2HF8PZ2O9S3OQ1,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:20 PDT 2020,Tue Jul 07 06:51:24 PDT 2020,Fri Jul 10 06:51:24 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-4-1857728.nxml,2,"For example, there is a higher failure rate for meiosis in females, with human oocyte aneuploidy rates up to 25% versus about 2% in human sperm [3], and this may indicate that the checkpoints controlling and monitoring the events of meiotic progression in males are more stringent.",sperm,274,279,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3N2YPY1GI6YSLXSA4Z1L1QCXITNEV3,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:29 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:29 PDT 2020,,,338JKRMM26ZMZ3E798NWFQQITO3HAZ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:24 PDT 2020,Tue Jul 07 06:51:26 PDT 2020,Fri Jul 10 06:51:26 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Med Genet-7-_-1448208.nxml,8,The phenotypic behavior of homozygous mouse pups resembles symptoms seen in newborn classic MSUD patients.,symptoms,785,793,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
31MBOZ6PAORASUW2U4TKOTES6J8CLP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:36 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:36 PDT 2020,,,3C6FJU71TQTS07IUPD8B1RXFQN8YUR,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:32 PDT 2020,Tue Jul 07 06:51:35 PDT 2020,Fri Jul 10 06:51:35 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-33-18-1253828.nxml,4,"In mammals, cadmium tends to accumulate in the kidney and liver as a cadmium-metallothionein complex that has an extremely slow turnover (75,76).",kidney,693,699,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3GITHABACYLNIC7L9OKTP89VZNV2N8,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:33 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:33 PDT 2020,,,3H7XDTSHKCR56KMZQ716CFB867TWGQ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:35 PDT 2020,Tue Jul 07 06:51:38 PDT 2020,Fri Jul 10 06:51:38 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genomics-7-_-1482699.nxml,3,We took several precautions to reduce the probability of this occurrence.,probability,315,326,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3IZVJEBJ6AK5H245ZE7QA8XGP656ZA,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:18 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:18 PDT 2020,,,3KRVW3HTZNLCRD1CH5P0SVSKWG9MS9,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:38 PDT 2020,Tue Jul 07 06:51:40 PDT 2020,Fri Jul 10 06:51:40 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-6-_-1635039.nxml,1,"A considerable percentage of cardiac birth defects is caused by a failure in normal migration, differentiation or patterning of the cardiac neural crest (CNC).",patterning,114,124,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3UOMW19E6D6WQ5TH2HDD74IVKT85CU,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:32 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:32 PDT 2020,,,3DYGAII7PL86Z0JCHHSNEZ7EJXZPQJ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:41 PDT 2020,Tue Jul 07 06:51:43 PDT 2020,Fri Jul 10 06:51:43 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-11-1657042.nxml,8,"In contrast, centric domains showed an intensity and shape similar to control cells, suggesting that they remain unaffected by p150CAF-1 depletion (Figure 4C and 4D).",control,1514,1521,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3DGDV62G7O9NLXJYP3XLTXEQZ2W2P4,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:34 PDT 2020,,,3S06PH7KSR49TZW5RTBDD4IHX251DN,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:43 PDT 2020,Tue Jul 07 06:51:45 PDT 2020,Fri Jul 10 06:51:45 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-34-13-1540739.nxml,4,"The frequency of targeting was 4% (12/300 puromycin-resistant clones, analyzed by Southern blot and long-range PCR, Figure 2).",frequency,258,267,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
385MDVINFCFDB2E78AH8K883UAKWJF,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:10 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:10 PDT 2020,,,32AT8R96GL9V4L6LQ7GMJ59E92CSU7,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:46 PDT 2020,Tue Jul 07 06:51:48 PDT 2020,Fri Jul 10 06:51:48 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-6-_-1382200.nxml,3,"The Œº-80 k and m-80 k subunits share 62% amino acid sequence identity, and are very similar in terms of structure, protein chemistry, and in vitro substrate specificity.",acid,471,475,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
